Nom,Description,Categories,Genres,Mots-cles
Inua - Une histoire dans la glace et le temps,"Un jeu mystique dans le Grand Nord canadien Partez en voyage mystique vers le Grand Nord canadien avec Inua: A Story in Ice and Time, un point & cliquez sur aventure narrative couvrant plusieurs époques. Rencontrez Taïna, journaliste d'aujourd'hui déterminée à découvrir la vérité derrière la disparition de la Terreur, l'un des navires de l'expédition Franklin dont le but était d'explorer l'Arctique au XIXe siècle. Son destin est mystérieusement lié à celui de Peter, un jeune cinéaste couvrant une expédition militaire dans les années 1950 et Simon, un marin de l'expédition Franklin qui lutte pour garder son équipage en vie. Naviguez dans le temps pour découvrir ce qui les relie. Rechercher des idées, les instiller dans l'esprit des personnages et les guider vers Nanurluk, l'ours polaire mythique qui a vécu il y a 10 000 ans. Une expérience de voyage dans le temps mystique Partez à l'aventure dans le grand Nord du Canada, naviguez à travers les âges et interagissez avec le passé pour changer le présent. En Inua, vous aurez besoin de défaire l'espace-temps pour résoudre les mystères et guider les personnages dans leur voyage. Passer d'une scène à l'autre, d'une époque à l'autre, découvrir des événements du passé, découvrir de nouvelles idées qui influencent l'esprit des personnages. Aidez Simon, Pierre et Taïna à surmonter les obstacles qui se dressent sur leur chemin et à changer le cours de l'histoire. Une saga historique Le scénario original et surnaturel d'Inua est basé sur une histoire très réelle : celle de l'expédition Franklin, une mission britannique au 19ème siècle pour explorer l'Arctique qui a entraîné le naufrage, la maladie et la mutinerie. Le sort de cette expédition est encore largement inconnu. Rassemblez des indices et découvrez son histoire ! Inua - Une histoire dans la glace et le temps Un conte fantastique basé sur des faits historiques incroyables. Une histoire extraordinaire inspirée des contes et légendes inuits, avec l'appui de l'écrivain inuit Thomassie Mangiok et des conseillers Billy Gauthier et Monica Ittusardjuat. Un jeu conçu par les créateurs de Bury Me, My Love et Vignettes, adapté de l'histoire originale de Nathalie Frassoni et Frédéric Bouvier, avec la direction artistique à couper le souffle de Delphine Fourneau du collectif Klondike. Une expérience narrative profonde d'environ 3 heures.","Un seul joueur,Steam Achievements","Aventure, indie","Adventure,Story Rich,Point & Click,Indie,Hidden Objet,Manipulation du temps,Basé sur le texte,Mystère,Stylisé,Historique,Isométrique,Puzzle,Singleplayer,Nature,Female Protagonist,Narration,Colorful,Dynamic Narration,Naval,3D"
Jour de retraite,"Tu ne détestes pas quand tu as besoin d'être quelque part et que ces vieux sont en train de bloquer les trottoirs, entravant ton progrès ? Si oui, vous n'êtes pas seul. Hugo Banchee est une hulk de testostérone d'un homme avec de sérieux problèmes de gestion de la colère et il est pressé d'aller au gymnase. Le problème, c'est que c'est le jour de la retraite. Hugo sait que sa route sera bloquée en dithérant, en évitant les personnes âgées qui affluent à la Poste chaque mardi pour récupérer leurs pensions. Même le thérapeute d'Hugo ne peut pas paraître le calmer cette fois ! Hugo peut-il atteindre sa destination sans déranger trop de personnes âgées ? Ou va-t-il tomber sur tellement de choses que son cœur débordé va imploser, le laissant mourir dans la rue ? Vous devez conserver un semblant de respect d'Hugo pour les personnes âgées assez longtemps pour qu'il atteigne le sanctuaire de sa salle de sport bien-aimée dans le dernier commentaire social hilarant de Julian Henley sur la vie moderne! Jeu Les mécaniciens de jeu sont trompeusement simples (vous allez les maîtriser immédiatement mais mourir plusieurs fois). Pendant que Hugo monte sur la route, vous devez contrôler sa direction en utilisant les touches fléchées, empêchant ainsi les collisions avec d'autres personnages et véhicules. Coller avec les personnages âgés va enrager Hugo, mettant le stress sur son cœur et réduisant sa santé. La santé d'Hugo est également affectée par la collision avec des véhicules en mouvement. Aider un vieil homme à travers la route est une expérience apaisante et stimulera la santé d'Hugo, tout comme attraper des capsules tranquillisantes qui tombent parfois sur le chemin d'Hugo. Gardez Hugo en vie assez longtemps et vous finirez par atteindre la destination et la victoire!",Joueur unique,"Action, casual","Action,Casual,Arcade,Pixel Graphics,2D,Cartoony,Funny,Linear,Simpleplayer"
Tidalis,"Tidalis est un jeu de puzzle basé sur des blocs avec l'attrait occasionnel, la profondeur hardcore, et un nouveau mécanicien addictif 'streams'. Le jeu regorge de riffs et de variantes sur ce mécanicien central avec 20 modes de jeu, des dizaines de blocs et d'articles spéciaux, et 115 niveaux dans le seul mode aventure. Les règles de base du jeu sont ceci: les blocs tombent dans le tableau et ont une couleur et une direction de flèche. Si une pile de blocs dépasse la hauteur de la planche, vous perdez. Pour effacer les blocs, vous devez faire un clic droit et faire glisser les chemins à travers les flèches pour configurer les réactions en chaîne de blocs de couleur similaire. Si cela semble simple, c'est parce que c'est -- vous serez en alignement de longues chaînes en quelques minutes. Mais vous serez surpris à quel point il faut de la puissance de cerveau pour mettre en place des combos de plusieurs chaînes, et les nombreux puzzles de style brainteaser comprennent de vrais stuppers. Tidalis a des modes multijoueurs coopératifs et compétitifs (en ligne et hors ligne); des modes orientés vers l'action et des brainteasers sans minuterie; un mode d'aventure long et décontracté; vingt modes de jeu uniques offrant d'innombrables twists au gameplay de base; des dizaines de blocs et d'articles spéciaux; et plus de cinquante minutes de belle musique pour aller avec l'art peintre. En bref, plusieurs jeux de la valeur du contenu sont construits sur le dessus de ce mécanicien de base, que vous trouverez rapidement être aussi emblématique que roman. Principales caractéristiques : Jeu de Puzzle avec attrait occasionnel, profondeur hardcore, et un nouveau mécanicien addictif. Coop à deux joueurs et jeu compétitif (à la fois local et en réseau). Un large choix de niveaux orientés vers l'action ou de type brainteaser. Mode d'aventure décontracté, jeux sur mesure axés sur le hardcore et vs modes. 20+ styles de jeu, et des dizaines d'articles et des blocs spéciaux. Riche, style artistique et belle musique. Les joueurs peuvent créer et partager de nouveaux thèmes, niveaux et aventures. Options pour les lecteurs coloraved, les joueurs inversent à beaucoup de lumière et de mouvement, et les ordinateurs plus anciens.","Single-player,Multi-player,Co-op,Co-op en ligne,Co-opLAN,Écran partagé/split,Cross-Platform Multijoueur,Steam Achievements,Comprend l'éditeur de niveau,Remote Play Together","Casual, Indie","Casual,Indie,Puzzle,Match 3,Co-op,Multijoueur,Famille Friendly,Colorful,Singleplayer,2D,Éditeur de niveau,Multijoueur local,Funny,Écran split,Replay Value,Retro,Surreal,Cute,Difficile,Psychological Horror"
Flippen Exécuter Mike,"Flippen Run Mike est un jeu de 2d, de dessin animé, de plate-forme où courir et se cacher sont les seules options que vous avez. Chaque ennemi est un 'Boss' et peut mettre fin à votre tentative de garder Mike en vie dans un seul coup. Ce jeu est conçu pour être difficile et va vous défier encore et encore par l'essai et l'erreur. Vous devez essayer de compléter les 40 niveaux uniques dans huit royaumes. Trouvez le caractère « caché » en quatre étapes différentes (pro tip - ne manquez pas une rencontre). Il n'y a pas d'étapes de cartes en jeu qui ressemblent à des labyrinthes. Qui a une carte des égouts ? Une histoire unique. Ce jeu pourrait être offensant pour certains joueurs le contenu de ce jeu est satire.","Un seul joueur, prise en charge complète du contrôleur","Action, Aventure, Indie","Difficile,Platformer,Stealth,Cartoony,Humour noir,Simplejoueur,Cartoon,Satire,2D Platformer,Action,Survival Horror,Colorful,Dark,Strategy,Underground,Survival,Dark Comedy,Old School,Zombies,Funny"
Lot 17,"Le Batch 17 est un tireur de 3e personne qui vous met à la place d'un soldat clone qui se bat pour l'ISI Corporation. Sorti de votre long sommeil dans une chambre de stase, on vous ordonne de faire face à une incursion rebelle qui perturbe les possibilités d'affaires de l'ISI. Ci-dessous, des informations qui seront régulièrement mises à jour au fur et à mesure que le jeu progressera vers une version 1.0... CONTENU ACTUEL Cette liste contiendra des informations sur le contenu / les fonctionnalités actuellement jouables dans le Lot 17 MISSIONS Missions complètes pour les personnages sympathiques NPC qui non seulement vous récompensent avec l'équipement mais vous progressent dans l'histoire dans le Lot 17. COOP / PvP Soit invitez vos amis à vous rejoindre dans votre voyage ou restez ouvert à PvP / feu amical tout en explorant tout le jeu a à offrir. NIVEAU UP / SYSTÈME DE SCALAGE Dans le Lot 17, vous gagnez des niveaux en portant de l'équipement qui vous est à la fois récompensé en remplissant des missions et en tuant des ennemis. À mesure que vous gagnez des niveaux la difficulté de l'IA rencontre niveau avec vous pour créer une expérience continuellement engageante. 2 LOCATIONS (sur 5) Station spatiale d'Osiris (Tutoriel / joueur HUB) – Cette scène vous présente le gameplay de base et l'histoire de Lot 17 tout en étant le lieu où les joueurs choisissent les autres scènes à visiter. Agdal Astéroïde – scène de jungle du monde ouvert avec des missions et de nombreuses rencontres d'IA où l'ISI et les rebelles s'affrontent quotidiennement. CONTENU FUTUR Plus de scènes Nous n'avons actuellement que 2 des 5 scènes prévues. Une fois que nous avons les niveaux de fonctionnalité et de performance où nous voulons qu'ils commencent à introduire les 3 autres et permettre aux joueurs de vivre non seulement les différents environnements que chacun apporte à la table, mais l'histoire que nous voulons raconter à travers les MISSIONS. Autres jeux mécaniques - Plus d'armes - Plus de types d'armures - PvP cartes / rencontres spécifiques - Expansion de l'histoire / Scènes PvE Soutien au contrôleur Les bases de la fonctionnalité sont là... Mais nous devons l'activer et faire quelques tests Steam Achievements Nous les avons planifiés, il suffit de les activer et de fonctionner pour les parties du jeu qui sont accessibles au public.","Single-player,Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Steam Succès","Action, Indie,Massivement multijoueur,Accès rapide","Action,Massivement multijoueur,Indie,Accès rapide"
Simulateur mécanique de voiture 2021,"/ / À propos de ce jeu Simulator 2021 est une nouvelle production avec une base de joueurs bien établie. Commencez comme un nouveau propriétaire d'un garage automobile et travaillez votre chemin vers un empire de service. Sales les mains dans un jeu de simulation super réaliste qui a des détails incroyablement réalistes. Préparez-vous à travailler sur 4000+ pièces uniques et plus de 72 voitures. Remontez vos manches et plongez-vous dans un environnement de garage fou-vrai. Élargissez votre gamme de services en investissant dans un nouvel espace de travail et de l'équipement. Réparation, réparation, test, peinture, accord et reconstruction de voitures. Visitez une nouvelle maison de vente aux enchères et achetez des voitures dans diverses conditions. Si vous vous sentez chanceux, vous pouvez lui donner une fissure dans la grange. Certains d'entre eux pourraient avoir des pierres précieuses cachées – si vous pouvez les trouver. Un nombre infiniment généré d'ordres vous occupera pendant un certain temps. Si vous êtes prêt pour un challenger plus grand – essayez de vous mettre à l'épreuve dans des missions d'histoire spécialement conçues. Chaque mission offre un ensemble unique d'exigences et de défis auxquels vous devrez faire face. Lorsque vous avez terminé la mise à niveau de votre atelier il est temps pour une voiture de projet. Économisez un peu d'argent et achetez votre propre voiture et le rendre vierge. De la coque rouillée d'une voiture à un véhicule haut en parfait état. Il est temps de salir ces mains avec beaucoup de graisse du moteur ! Caractéristiques du produit 72 Voitures à fixer Plus de 4000 pièces uniques Un nombre infini d'ordres générés aléatoirement Ventes de voitures Recherches d'étables Chasses de junkyard Missions d'histoires artisanales Système d'amélioration des compétences et du garage Tuning de voiture Gameplay sans fin Course track with time trial New to Car Mechanic Simulator 2021 Car Fluids Car Wash with new grime-removing machines Spacious open plan garage New damage type for body parts - dent Pièces mécaniques peintes de voiture Nouveaux sons de moteur Minigames Brake lathe tool Système de mise à niveau de qualité Fuseboxes New Parking System Salvage Auctions Mode de révision de la personnalisation visuelle pièces de corps Voiture Configurateur boulons rustiqués","Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Support du contrôleur partiel,Steam Cloud,Stats,Comprend l'éditeur de niveau","Course, Simulation","Simulation,Automobile Sim,Sandbox,Racing,Réaliste,Moddable,3D,Driving,Immersive Sim,First-Person,Puzzle,Education,Simplejoueur,ATM,Open World,Adventure,Minigames, Stratégie, Indie, Great Soundtrack"
Ragnarok en ligne 2,"Retournez dans le monde beau et dangereux de Midgard ! Inspiré par la mythologie nordique, la suite tant attendue du révolutionnaire Ragnarok Online est arrivée ! Plongez-vous dans le monde nouveau, mais reconnaissable de Ragnarok 2. Visitez la grande ville capitole de Prontera, formez une fête et explorez le donjon sous-marin Sea Temple, ou créez une boutique et gagnez votre vie pour votre personnage en acceptant un emploi comme alchimiste, Artisan, forgeron ou chef. Les aventuriers qui ont exploré le monde de RO1 reconnaîtront instantanément de nombreux monstres et monuments célèbres alors que leurs voyages se poursuivent. Les expériences sociales amusantes de la personnalisation des personnages, de la création de guildes et du jeu PVP sont également revenues! Ragnarok 2 est un MMORPG fantasy free-to-play qui prend des éléments du Ragnarok Online original et les re-imagine comme une expérience MMO moderne et tridimensionnelle. Principales caractéristiques Explorez le monde massif, 3D de Ragnarok 2: Revenez dans le monde de Midgard et explorez les zones familières comme Prontera, Alberta, et Morroc, comme vous ne les avez jamais vus auparavant ainsi que l'aventure dans les nombreuses nouvelles terres, donjons et grottes! Revisiter les terres et les créatures familiales : Visitez la célèbre ville du capitole de Prontera, combattez le Baphomet maléfique, ou traversez des champs remplis de Porings. Redécouvrez les zones, les alliés et les monstres que vous connaissiez auparavant sous leur nouvelle forme ! Créez & Personnalisez votre aventurier : Niveau un des cinq classes de base au niveau suivant et choisir une spécialisation, explorer et recueillir l'armure et les armes de votre Midgardian, et placer votre propre, timbre unique sur le monde de Ragnarok 2. Craft Items and Open a Store: Immergez-vous en étant alchimiste, Artisan, forgeron ou chef, créez une variété de potions utiles, armure, armes ou nourriture, puis ouvrez un magasin et vendez vos articles à d'autres joueurs! PvE et PvP disponibles pour n'importe quel type de joueur: Combattez contre les monstres et les méchants de Midgard, ou testez votre mettle contre d'autres joueurs de l'Arène. Allez plus loin au niveau 10, et essayez votre main au colisée pour cinq étapes de bataille brutale! Il ya des tonnes de possibilités disponibles pour les joueurs solos, les groupes, et même les guildes qui veulent prendre part à PvP! Free-to-play How You Choose: Ragnarok 2 a une politique d'engagement simple, pas quand il s'agit de free-to-play. Si vous voulez acheter des articles, c'est à vos conditions. Vous pouvez profiter du monde de Midgard quel que soit le chemin que vous choisissez, sans abonnement mensuel requis pour jouer!","Un seul joueur, multijoueur, MMO","Gratuit à jouer,Massivement multijoueur,RPG","Gratuit pour jouer,RPG,MMORPG,Multijoueur,Animal,Multijoueur,JRPG,Adventure,Open World,Action,Fantasy"
Solitaire 3D,"Profitez de plus de 100 différents jeux solitaires (y compris tous vos favoris : Spider, Pyramid, Klondike etc.), de multiples jeux de cartes, un large éventail de milieux, des scores élevés en ligne, des statistiques, des effets sonores, des effets d'animation 3D, et bien plus encore. Avec Solitaire 3D vous pouvez également créer vos propres jeux de cartes, mettre des visages sur les cartes de la cour si vous le souhaitez, et même les imprimer pour créer un jeu de cartes réel! Combattez avec les joueurs à travers le monde, et aussi contre vos rivaux avec des scores élevés en ligne pour chaque jeu! Avec l'accent sur la facilité de jeu et de beaux graphismes lisses, Solitaire 3D est le partenaire solitaire parfait pour tous.","Un seul joueur, Succès d'équipe, Support complet du contrôleur,Steam Leaderboards","Casual, Indie","Casual,Card Game,Stratégie,Solitaire,Réaliste,3D,Beau,Famille amicale,Logique,Indie,Relaxing,Choisir de la matière,Simplejoueur"
TechnoTsunami,"Histoire Vous avez pris le contrôle d'un robot télécommandé, à l'intérieur d'un vaisseau spatial appelé Neon Castle. Ce navire est envoyé dans l'espace des années 1930 en utilisant une nouvelle technologie découverte, un métal super magnétique capable de téléporter des objets entre ses pôles. Tout sur ce vaisseau est contrôlé par les humains de la terre par des télécommandes utilisant des ondes radio. Mais les humains sur terre ne savaient pas que le temps passait très lentement dans l'espace. Les objets continuent de se téléporter pour expédier non seulement des années 1930 mais aussi des années 2000. Et quand cette technologie future a atteint la terre, elle a causé un événement catastrophique qui a causé une apocalypse à votre époque 2130. Votre mission est de recueillir tous ces objets avant qu'ils n'atteignent la terre. Mais méfiez-vous, non seulement les humains chassent ces objets, mais cette future technologie a attiré d'autres choses sur le navire. Caractéristiques Beau cadre d'un mystérieux bateau de croisière dans l'espace avec le style combiné de différents siècles. Résolvez les énigmes et découvrez les mystères. Recueillir la technologie du futur. Combattez ou travaillez ensemble avec des robots. Qui sont contrôlés à distance par les humains sur Terre.","Un seul joueur,Steam Cloud","Aventure, indie","Aventure,Inde,Sci-fi,Action,RPG,FPS"
Avancée,"Exécutez un empire dans ce jeu de gestion de stratégie de constructeur de ville simple et agréable. Construire, rechercher, entraîner, combattre, mettre à niveau, élargir et naviguer, tout en gérant vos citoyens et vos ressources. Advancity se concentre sur le plaisir et la progression. Construire des maisons pour les citoyens, construire des machines et de la recherche de nouvelles technologies. Former les soldats à des batailles stratégiques contre les camps et les bases ennemis. Élargissez votre empire en envoyant des navires pour conquérir plus de terres sur de nouvelles îles. Advancity se concentre sur le plaisir et la progression. Il y a toujours quelque chose à faire sans avoir à attendre. Ce jeu décontracté est simple et facile à comprendre sans courbe d'apprentissage raide. Construire des maisons, des lieux publics et gérer vos citoyens. Construisez des machines pour l'exploitation minière, la fusion et plus encore. Assigner les scientifiques à la recherche et à la découverte de nouvelles technologies et de progrès. Entraînez les soldats et partez à des batailles stratégiques avec des camps et des bases de monstres. Améliorez vos bâtiments et votre armée au fur et à mesure que vous progressez. Explorez et combattez dans de nouvelles terres pour plus de places à construire, des nœuds miniers, des monstres, et plus encore. Conquérir plusieurs îles outre-mer en construisant des navires pour transporter des ressources et des militaires.","Un seul joueur, Succès d'équipe, Nuage de vapeur","Action, Aventure, Casual, Indie, Simulation, Stratégie","Casual,Economie,Adventure,City Builder,Gestion,Gestion des ressources,Singleplayer,Bâtiment,Bâtiment de base,Stratégie,Combat,Automation,Top-Down,Tactique,Militaire,Sailing,Relaxing,Cliquer,Puzzle,Simulation"
Grim Tales: L'Héritière Edition Collector,"Elephant Games présente fièrement la prochaine série de Grim Tales. Tu as été appelé au château pour aider ton neveu Brandon. Son fils a disparu, et sa femme est tombée dans un mystérieux coma ! C'est à vous de découvrir les forces obscures en jeu dans le château de votre famille. Le passé et le présent se heurtent à la recherche de réponses. Avez-vous ce qu'il faut pour changer le résultat du futur avant qu'il ne soit trop tard ? Résoudre les énigmes et trouver des objets cachés pour vous aider le long du chemin. Il s'agit d'une version spéciale Collector=S Edition pleine d'extras exclusifs que vous n'avez pas trouvé dans la version standard. L'édition Collector comprend : • Une autre aventure avec la famille Gray dans le chapitre bonus ! • Consultez le guide de stratégie pour obtenir une aide supplémentaire. • Testez vos compétences plus loin dans la salle secrète. • Profitez de l'art conceptuel, gagnez des réalisations, des fonds d'écran de la peruse, et plus encore! Il s'agit d'un jeu d'aventure d'objets cachés, ce qui signifie un genre spécifique de story-driven, point & cliquez sur aventures. Tout au long du jeu, les joueurs sont chargés de trouver une liste d'objets cachés dans une scène particulière, et de compléter occasionnellement divers mini-jeux/puzzles.",Joueur unique,"Aventure, casual","Objet caché,Puzzle,Point & Click,Female Protagoniste,Détective,Casual,Linear,Story Rich,Colorful,Fantasy,Magic, Atmosphérique,Investissement,Aventure,Mysterie,Dark,Singleplayer"
Coup de singe,"Dans Ape Hit, les joueurs entreront dans la réalité virtuelle et assumeront le rôle d'un nouvel opérateur de grue à bal. Démolition les joueurs affamés seront en mesure de briser leur chemin autour de 5 sites d'emploi virtuels avec chaque carte remplie de power-ups wacky et de bâtiments destructibles. Prenez soin d'éviter tout bâtiment en dehors de la zone de travail ou votre patron, un singe en colère, sera furieux! Les joueurs utiliseront 3 leviers pour tenter de démolir plusieurs structures à chaque niveau. Comme les joueurs gagnent froidement de l'argent dur pour l'entreprise power-ups va frayer, y compris le Megaball géant très convoité! Une fois satisfaits de la destruction, les joueurs peuvent mettre fin à leur changement et passer au prochain chantier. Si les choses se passent mal sur le site, il y a toujours le PANIC! bouton... Ape Hit a été développé en utilisant le moteur Unreal 4 et est construit pour les appareils HTC Vive, Oculus Rift, et Windows Mixed Reality VR.",Joueur unique,"Casual, Indie, Simulation","Casual, Indie, Simulation,VR,VR Seulement"
Paws and Soul: Premier pas,"Paws and Soul: Premier pas est une introduction d'histoire à Paws and Soul. Jeu d'aventure de troisième personne sur la renaissance, où vous visiterez une forêt mystérieuse comme un loup. L'histoire d'un homme que vous verrez avec des yeux d'animaux est étendue par un gameplay fascinant axé sur l'exploration et la recherche de objets de collection. Recherchez des indices sur votre vie passée, révèlez des histoires bonus sur d'autres personnes et profitez de vues à couper le souffle. Vous êtes complètement en sécurité ici, alors détendez-vous et laissez votre curiosité courir sauvage! Découvrez comment les vies du loup et de l'homme sont liées et révèlent le secret de la réincarnation. Principales caractéristiques : - Les idées bouddhistes, la doctrine de la renaissance et du karma sont la base du jeu - L'atmosphère méditative vous aidera à oublier le monde pendant quelques heures et profiter de la paix et de la beauté de la forêt magique - Une histoire fascinante de la vie d'une personne avec tous les hauts et les bas et une fin inattendue - Une bande son incroyable VOIR LES PAGES ET SOUL !","Un seul joueur,Steam Cloud","Aventure, libre de jouer, Indie","Aventure,Inde,Free to Play,Exploration,Singleplayer,Relaxing,Story Rich,Cute,Walking Simulateur, Atmospheric"
Les paris de guerre,"Déplacez-vous dans un jeu de cartes à collectionner stratégique et passionnant où vous combattrez votre adversaire en ronde de guerre avec une prise de décision simultanée. Riddled avec tension et suspense, vous aurez besoin de prendre des décisions rapides dans la bataille, d'anticiper votre adversaire de prochain mouvement, et de construire stratégiquement votre pont pour dominer. Basé sur le jeu de cartes classique de la guerre, Wagers of War est accessible et engageant sans compromettre la profondeur d'un jeu de cartes à collectionner. Conçu avec un style d'art coloré et des personnages adorables et bizarres, vous allez sentir le monde autour de vous venir à la vie. Équilibrez les mana rounds légers avec des prises élevées, des rounds de guerre à tir rapide et une collection de cartes à long terme tout en jouant en ligne avec les joueurs du monde entier. Libérez votre cerveau intérieur dans ce jeu de guerre entièrement immersif, accessible et stratégique qui combine une concurrence intense en temps réel avec la collection de cartes. Caractéristiques: • Cycles de guerre en temps réel créant un jeu intense d'anticipation • Gameplay accessible qui simplifie une GCC sans sacrifier la stratégie ou la profondeur • 47 cartes upgradables et dynamiquement diversifiées à collecter • 4 héros uniques à jouer comme avec des capacités et des cartes spécialisées • Multijoueur en ligne en temps réel avec des modes de jeu et d'aréna classés • Une variété d'arènes colorées et engageantes • Des quêtes quotidiennes complètes pour gagner du butin • Engaging and engrowing art style conçu pour améliorer l'approche et créer des environnements et des personnages fantastiques • Bande sonore originale","Multi-joueur,PvP,PvP en ligne,Platform multijoueur,achats dans l'application","Gratuit à jouer, indie, stratégie","Gratuit pour jouer, Indie, Stratégie, jeu de cartes"
SekiroTM: Les ombres meurent deux fois - GOTY Edition,"Ce Game of the Year Edition inclut maintenant du contenu bonus*: - Réflexion et Gantelle de Force - nouveaux modes de challenge patron - Remnants - laissez des messages et des enregistrements de vos actions que les autres joueurs peuvent voir et noter - 3 peaux cosmétiques déverrouillées Jeu de l'année - The Game Awards 2019 Best Action Game of 2019 - IGN Plus de 50 prix et candidatures Dégustez votre propre voie intelligente pour se venger dans l'aventure saluée par le développeur FromSoftware, les créateurs de la série Dark Souls. Dans SekiroTM: Ombres Mort Deux fois, vous êtes le « loup uni armé », un guerrier déshonoré et défiguré sauvé du bord de la mort. Bound pour protéger un jeune seigneur qui est le descendant d'une ancienne lignée de sang, vous devenez la cible de nombreux ennemis vicieux, y compris le dangereux clan Ashina. Quand le jeune seigneur sera capturé, rien ne vous arrêtera dans une quête périlleuse pour retrouver votre honneur, pas même la mort elle-même. Explorez la fin des années 1500 Sengoku Japon, une période brutale de vie constante et de conflit de mort, alors que vous arrivez face à face avec des ennemis plus grands que la vie dans un monde sombre et tordu. Libérez un arsenal d'outils prothétiques mortels et de puissantes capacités ninjas pendant que vous mélangez furtive, verticale et viscérale tête à la tête combat dans une confrontation sanglante. Prenez Revenge. Restaurer votre Honneur. Tuer ingénieuxment. *Télécharger nécessaire. Connexion Internet nécessaire pour multijoueur asynchrone.","Single-player,Steam Succès,Support de contrôleur complet,Steam Trading Cards,Steam Cloud,Remote Play on Tablet,Remote Play on TV","Action, Aventure","Soules-like,Difficile,Action,Singleplayer,Ninja,Stealth,Adventure,Troisième Personne,Open World,Story Riche, Atmosphérique,Violent,Assassin,Dark Fantasy,Hack et Slash,Great Soundtrack,RPG,Gore,Dark,Rhythm"
