Nom,Description,Categories,Genres,Mots-cles
BC Kings,"BC Kings dispose de plusieurs nouveaux éléments que les jeux de stratégie ne trouvent pas couramment. En plus de rassembler des ressources, d'entraîner une armée et de vaincre l'ennemi, vous devrez également résoudre l'aventure et les éléments de jeu de rôle. La campagne s'articule autour de l'histoire épique du brave héros Mradin et de son fidèle vieil ami Giesnik. Au fur et à mesure que vous atteignez les objectifs principaux, vous rencontrerez plusieurs autres Des pièces de Shell qui peuvent être dépensées pour améliorer vos personnages principaux. En chemin vers la victoire, vous découvrirez les plus grands mystères de tous les temps, comme le but de Stonehenge et le mystère des Yeti, et bien plus encore... Campagne d'histoire avec des quêtes parallèles et des éléments d'aventure 63 unités uniques 32 bâtiments uniques 84 technologies pour la recherche 8 sorts magiques dévastateurs","Un seul joueur, multijoueur",Stratégie,"Stratégie,RTS,Multijoueur"
Mélanie,Le personnage principal se réveille après un long sommeil et découvre une planète vide où il ne reste plus d'êtres vivants. Nous devons explorer les lieux et découvrir les raisons de la disparition de la civilisation et résoudre des énigmes. Caractéristiques du jeu: Changement de gravité. Un complot profond. Des puzzles intéressants. Opération pratique. L'atmosphère mystique de Gloomy.,"Un seul joueur,Steam Achievements","Action, Aventure, Indie","Adventure,2D Platformer,1980s, Atmospheric,Immersive Sim,Noir,2D,Visual Novel,1990's,Action,Arcade,Story Rich,RPG,Exploration,Cute,Bikes,Singleplayer,Puzzle-Platformer,Music,Indie"
World of Subways 3 – London Underground Circle Line,"World of Subways' est notre série des itinéraires métro et souterrains les plus intéressants du monde pour le PC. Après les sorties de New York et de Berlin, nous sommes fiers de présenter Vol.3 - London Underground. Cette simulation couvre toute la ligne Circle dans son service opérationnel actuel qui comprend la nouvelle section à Hammersmith. Cette ligne offre une longueur de 27 km avec 35 stations, de nombreuses heures de missions amusantes et intéressantes La Circle Line est un service souterrain du métro de Londres qui entoure le centre de Londres. Il a été décrit comme tel pour la première fois en 1949 et est déjà apparu sur la carte souterraine de 1947. Il n'avait pas été construit comme une ligne séparée, mais a été fusionné à partir de différentes sections de la Ligne métropolitaine et de la Ligne de district. Seules deux petites sections de cette ligne sont utilisées par la ligne Circle. Ces sections sont les courbes de raccordement entre les stations de High Street Kensington et Gloucester Road et entre Aldgate et Tower Hill. Caractéristiques 3D - Cockpit avec caméra rotative Reproductions virtuelles originales de 35 stations sur la ligne Circle Libre mouvement dans le train et aux stations (réalisées pour la première fois !) Trains AI plus réalistes, passagers dynamiques sur les plates-formes Superbes graphismes, reflets phares, effets de nuit Annonces réalistes enregistrées exclusivement par l'orateur original Plan du tube Physique La physique a été développée en fonction de valeurs réelles, comme celles utilisées dans les simulateurs d'entraînement. Les caractéristiques de conduite et de freinage des trains sont reproduites fidèlement et reflètent le sentiment de contrôler un train du métro de Londres. Graphisme Comparé aux deux premiers produits de cette série, Vol. 3 utilise un nouveau moteur 3D. Le simulateur est maintenant basé sur la Trinigy Vision Engine, qui a permis d'améliorer sensiblement l'éclairage et les effets 3D. Parallèlement, la stabilité et les performances du moteur 3D ont été améliorées.",Joueur unique,"Casual, Indie, Simulation","Simulation,Formations,Réaliste,Casual,Driving,Indie,Adventure,Sous-sol,Simplejoueur,Restaurer, Atmosphérique,Exploration,Physique,Colorful,Replay Value,Famille Friendly,Open World"
Chevalier des fusées,"Sparkster fait son arrivée triomphante sur les plates-formes de next-gen avec Rocket Knight, le dernier chapitre de la série classique d'action de fusées à roulettes latérales. Notre héros opossum préféré revient à la maison après 15 ans pour trouver le royaume de Zephyrus en shambles. Utilisez vos esprits et Sparksters en toute confiance pour esquiver et vaincre une armée de loup menaçante menaçant la vie de son peuple. Superbes graphiques next-gen et de nouveaux environnements éblouissants. Vous n'avez jamais vu Sparkster comme ça ! Tous les nouveaux niveaux et défis. Quatre nouveaux mondes étendus avec des niveaux de plate-forme énormes et des niveaux de vol de fusée passionnants! Jeu d'action classique de fusée. Lancez et rebondissez Sparkster à travers des obstacles et des ennemis qui se mettent en travers de son chemin! Ricochet hors des murs Créez un Burst Vortex pour repousser les bombes ennemies tout de suite ! Utilisez Burst Assist et planez en place pour manœuvrer en plein air Shoot Burst Projectiles de l'épée de Sparkster pour attaquer des ennemis éloignés Rocket Percez à travers des murs faibles et créez de nouveaux passages Suspendez et glissez des rails avec votre queue préhensile Qui est le meilleur? Affichez vos meilleurs scores avec Leaderboards","Single-player,Steam Achievements,Support de contrôleur partiel,Steam Cloud,Steam Leaderboards","Action, Aventure","Action, Aventure, Platformer"
Ma maternelle Apprendre l'aventure,"Un jeu éducatif amusant conçu pour les enfants de 3 à 6 ans. Nous avons une large gamme de jeux d'apprentissage pour les enfants avec l'identification des animaux, fruits & légumes, l'alphabet, les bâtiments communs, comptant jusqu'à 20, comptant jusqu'à 100 par 10, et plus. Pour correspondre à deux objets est une technique essentielle que les enfants peuvent utiliser pour définir la connexion entre les mots et les images. Le jeu suit un programme général la plupart des cours de maternelle enseignent tout au long de l'année, et le jeu a été prouvé pour augmenter la performance des enfants à l'école! Pourquoi choisir My Kindergarten Learning Adventure (Early Education game) : les enfants 3-6 pratiquent les bases de lettres et de chiffres avec un jeu éducatif tout-en-un. Le Puzzle et les jeux d'appariement améliorent la mémoire de votre enfant.Learning Colors & Les formes dans le jeu sont améliorées avec notre environnement interactif amusant. Les Aidez à enseigner vos compétences difficiles à saisir telles que les ponctuations et les émotions de lecture! Puisque c'est un jeu éducatif tout-en-un pour les enfants, c'est excellent pour garder la trace de vos enfants progrès. Il dispose d'un système de paiement/récompense intégré, de sorte que vous pouvez dire combien ils ont étudié! C'est une vérité scientifique que les enfants perçoivent tout dès la naissance. Ainsi, toutes les bases des jeux d'apprentissage précoce finissent par former l'éducation de base à la réussite scolaire. Nous vous assurons que votre enfant peut apprendre en toute sécurité, gratuitement de toutes les annonces et de toutes les adresses qui recueillent vos informations privées, et à un niveau précis. Cela s'est avéré être une application fantastique de jeux d'apprentissage précoce pour les enfants d'âge préscolaire de 3 à 6 ans et même pour les élèves de premier cycle! Voyez ci-dessous ce qu'ils apprendront. (en milliers de dollars) Clock Time: The Telling Time on the Clock jeu aide votre enfant à comprendre les concepts du temps, et de compter simultanément. Certaines idées fausses sont généralement associées tôt avec les aiguilles d'heure et de minute. Ce jeu a pris plusieurs approches pour décomposer la façon de compter par 5s quand on regarde une horloge analogique, et comment lire correctement l'heure. (en milliers de dollars) Mots visibles : Les mots de vue sont une technique utilisée pour enseigner des mots spécifiques qui peuvent ne pas suivre les sons communs dans l'alphabet. Nous combinons l'utilisation de mots de vue avec l'utilisation d'un jeu coloré et de vidéos pour les enfants pour garder leur attention. * * Match Saisons and Weathers: Matching Seasons/Weather/Time of Day offre plusieurs exercices de correspondance pour les enfants. Il les motive à décrire notre monde extérieur en utilisant des images amusantes pour identifier des choses comme les saisons, le printemps, l'automne, l'été et l'hiver. Les enfants doivent correspondre aux objets qu'ils pensent correspondre à la bonne réponse. Fruits et légumes: Dans le jeu Fruits et légumes, les enfants sont montrés plusieurs objets, et doivent séparer entre les couleurs, les objets, et les fruits / légumes. D'abord et enfin, ponctuations, divers puzzles: Ce jeu comporte également des jeux plus rares comme aider les enfants à identifier les séquences, et l'utilisation appropriée de ponctuation. Avec un grand acteur vocal et coach, les enfants aiment déplacer les symboles de ponctuation dans les bons endroits et regarder les dessins animés prendre vie! Ils aiment aussi nos puzzles de dinosaures ! Mathématiques de base : Ici, les enfants auront un supplément d'apprentissage et de soustraction par le comptage, les effets visuels et les films! Leurs compétences en mathématiques sont testées dans des jeux qui les font compter par 5 et 10 avec des sons de piano classique relaxants. ( ) Les mots rimants correspondent : Mon enfance Apprentissage Aventure aborde certains des concepts les plus difficiles à saisir, comme comment lire les émotions des gens. Apprenez les expressions faciales qui pourraient signaler quelqu'un est heureux, triste, peut-être Shy ou Bored. Nous avons beaucoup plus pour que vos enfants apprennent dans ce jeu d'éducation précoce. La première sortie dans la nouvelle série d'aventures d'apprentissage!",Joueur unique,"Aventure, casual","Éducation,Spelling,2D Platformer,Match 3,Puzzle,Point & Click,2D,Cute,Funny,Casual,Relaxing,Narration,Pixel Graphics,Logic,Old School,Retro,Adventure,Gestion d'inventaire,Simpleplayer"
Carte classique Jeu Canasta,"Choisissez un jeu de carte classique, n'importe quel jeu de carte classique. Jouez à vos cartes avec la collection de jeux de cartes classiques. Un délicieux assortiment de titres traditionnels offre des heures de divertissement pour toute la famille. Comme un jeu de cartes dans la famille rummy, Canasta se distingue comme un vrai classique. Les tactiques et la stratégie requises font de ce jeu un jeu de plaisir stimulant. Jouez au Classic Cards Collection Ante et prenez une pause carte. Un bon moment est dans les cartes ! Profitez d'un passe-temps agréable qui amènera tout le monde à table. La collection Classic Card Game prime sur tous les autres avec des fonctionnalités amusantes et des défis supplémentaires: Jeu d'animation rapide • Jouer contre l'ordinateur • Bandes sonores apaisantes Règles réelles • Règles de jeu détaillées incluses",Joueur unique,"Casuel, stratégie","Stratégie,Casual,Card Game,Arcade,Card Battler"
Déplacement,"En MoveUp, vous contrôlez les blocs en train de traverser le ciel. Votre mission est de les arrêter précisément les uns sur les autres pour les empiler. Si vous faites bien le travail, vous êtes récompensé par un autre bloc de la même taille. Cependant, si vous n'arrivez pas à aligner les blocs, la partie laissée à l'extérieur du bloc sous-jacent disparaît et le bloc suivant est plus petit. Plus les blocs sont petits, plus il est difficile de les empiler. Malgré sa simplicité, MoveUp peut devenir très captivant. Chaque fois qu'un morceau de votre bloc disparaît et que les blocs suivants deviennent plus petits, vous devenez plus absorbé puisque vous voyez la fin du jeu se rapprocher. Heureusement, vous pouvez progressivement repousser vos blocs en atterrissant plusieurs atterrissages parfaits dans une rangée. Dans l'ensemble, MoveUp est un excellent choix pour certains jeux VR occasionnels, surtout après une longue journée. Allumez-le, empilez-vous et mettez la réalité sur le brûleur arrière, même pendant quelques minutes. Vous ne le regretterez pas.",Joueur unique,"Casual, Indie","Casual,Adventure,Arcade,Flight,3D,Cartoony,Colorful, Atmospheric,Indie,6DOF,Choices Matter,Simpleplayer,VR"
Fée exorciste,"Introduction/h2] 'Xuan Nu Zhu Mo Lu' est un jeu d'aventure 2D de style traditionnel. Les joueurs vont se battre avec de nombreux démons dans de nombreuses scènes, rencontrer et aider les innocents, et enfin découvrir la vérité des dix mille grottes de démons et Xuannv. Caractéristiques Art détaillé peint à la main en 2D Tous les matériaux de ce jeu sont tirés à la main. Belle et belle fille Le protagoniste du jeu est une jeune, belle et superbe fille des arts martiaux avec plus de 200 cadres d'animation peints à la main. Dessin de caractères exquis Il y a beaucoup de personnages exquis dans le jeu. Éléments d'action 2D riches Dans le jeu, les joueurs peuvent opérer le protagoniste pour bouger, sauter, double saut, sprint, grimper, accrocher, combo, utiliser la puissance spirituelle et beaucoup d'autres actions, et peut utiliser différents moyens pour tuer l'ennemi. Explorer le monde interconnecté L'aventure des joueurs sera explorée dans de nombreux styles énormes et différents du monde, tels que les temples profonds, les grottes maléfiques et ainsi de suite! Des dizaines d'ennemis étranges aux styles différents Beaucoup de démons ennemis et de démons de niveau épique! Faites face et tuez les démons les plus mauvais dans l'aventure !","Un seul joueur, contrôleur partiel Appui","Action, indie","Action,Adventure,2D Platformer,Action-Adventure,2D,Cartoon,Cute,Swordplay,Indie,Fantasy,Combat,Simpleplayer,Metroidvania"
Guerre des chars humains,"War of the Human Tanks est un jeu de stratégie dirigé par l'histoire avec un gameplay qui rappelle Battleship and Chess, avec une histoire de guerre, de loyauté, de sacrifice et de chars en forme humaine. Cette histoire a lieu dans une terre vaguement rappelant le Japon moderne. Au cours des vingt années qui ont suivi le premier Tank humain, la guerre entre l'Empire du Japon et le Royaume du Japon s'est transformée en une guerre par procuration entre les Tanks humains des deux côtés. L'Empire de Japon régnait autrefois sur toute la terre de Japon. Maintenant diminué et coincé, l'Empire se prépare à faire sa dernière position alors que les chars du Royaume de Japon s'approchent de sa capitale. Shoutaro Daihon'ei, lieutenant de l'armée impériale, s'installe sur le champ de bataille, suivi de près par les chars humains fidèles de sa compagnie. Principales caractéristiques Des batailles stratégiques rapides dans plus de 30 cartes Utiliser les ressources gagnées par les batailles pour développer de nouveaux chars Personnalisez vos chars avec différents modules à effet mortel Fins multiples en fonction de votre performance Rejouez l'histoire en conservant vos unités et ressources déjà gagnées Mode de bataille gratuit pour pratiquer et rassembler des fournitures supplémentaires La localisation anglaise comporte deux nouvelles cartes bonus, des antécédents de bataille tirés à la main et une interface utilisateur améliorée Histoire de style de théâtre de télévision épisodique avec des ouvertures et des fins changeant par le progrès de la bataille","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards","Aventure, indie, stratégie","Stratégie,Tactiques basées sur le turn,Animal,Guerre,Robots,Tanks,Comedy,Histoire alternative,Hex Grid,Episodique,Visual Noval,Cute,Dystopian,Militaire,Transhumanisme,Indie,Sci-fi,Singleplayer,2D,Adventure"
Ce n'est pas un jeu de saut,"Ce n'est pas un jeu de saut. - Pas du tout. - Pas du tout. - Pas... Chaque niveau est unique. Sérieusement C'est un jeu de plate-forme 2D, mais plein d'expérience de jeu drôle et hardcore. Chaque niveau a une façon unique de terminer la tâche 'instruite' par le titre, de sorte que le jeu n'est pas 'juste' un jeu de plate-forme. C'est plus comme un jeu de réflexion, ou une torsion de cerveau. Action, Puzzles, Incidents drôles. Tant de niveaux drôles en attente de la conquête de Husky (les os !) Il n'y a que keyboard_arrows (ou gamepad) et le contrôle de la souris, maintenant aidez Husky comprend comment obtenir ses os préférés ! Sérieusement, S'il vous plaît, ne riez pas trop fort.","Single-player,Steam Achievements, Contrôleur partiel Soutien,Steam Leaderboards","Action, Aventure, Casual, Indie","Action, Aventure, Indie, Casual"
Proto Cuckoo 64,"Avec Super-Satisfaisant Gameplay & Retro Graphics & Sounds , Proto Cuckoo 64 est un jeu d'arcade simple et ancien. Comme beaucoup des jeux de 8 bits qui l'ont inspiré, il n'y a pas d'histoire élaborée, pas de scènes coupées, pas d'achats dans le jeu & certainement pas de perte de temps! :D Ce que vous obtenez est un jeu d'arcade direct, avec un ensemble de règles très direct: Visitez chaque carrelage vert, Save the eggs & le faire dans le délai imparti - Et, si vous en avez envie, détruisez vos amis sur les classements ! :D Nombreux grâce à Dane Reid @Sounds ByDane pour fournir les sons cool 8 bits & Fanto8BC pour la boucle parfaite. Le jeu ne serait pas le même sans eux.","Single-player,Steam Succès,Support de contrôleur complet,Steam Cloud,Steam Leaderboards","Casual, Indie","Arcade,Cute,Isometric,Voxel,Puzzle,Colorful,Famille Friendly,Indie,Casual,Old School,Retro,Singleplayer,Sokoban,Pixel Graphics"
Pluie de prière,"introduction du jeu Nom du jeu: Pluie de prière Jeu sur: Artiste de jeu: Type de jeu: Horreur Puzzle Nombre de terminaisons : 5 Délai estimatif de dédouanement : 2~4 heures Description du jeu: La première fois à faire un jeu de puzzle d'horreur, s'il n'y a pas assez d'espoir que vous comprenez. Il n'y a pas de carte flash effrayante CG pour tout le jeu. Ne vous inquiétez pas d'avoir soudainement peur de CG. Ce jeu a passé 12 tours de test. Tous les BUG ont été réparés. S'il reste des BUG, veuillez donner votre avis pour la première fois. Bouton de base Déplacer : touches fléchées Sondage/Confirmation : Z/Espace/Enter Menu/Annuler : X/ESC Gestion des archives: F5 Réglage de résolution: F6 Courant: Shift Feedback canal: 413228337@qq.com","Un seul joueur, Succès d'équipe, Nuage de vapeur","Aventure, indie","Aventure,Inde,Female Protagoniste,Horreur,RPG,RPGMaker, Anime"
Pierre,"Stonerid est une plateforme 2D difficile, dont la caractéristique la plus importante est deux mondes parallèles différents. Pour terminer chacun de 32 niveaux différents, il faut utiliser les différences entre les dimensions alternatives. Un style de jeu non conventionnel et beaucoup de pièges et monstres dangereux rendent extrêmement difficile de relever le défi. La tâche principale est de résoudre le mystère des substances toxiques qui sont apparues de façon inattendue sur Atronast Mountain. Principales caractéristiques: 32 niveaux étendus avec 2 mondes parallèles, différemment conçus 31 niveaux bonus particulièrement pour les joueurs qui aiment les nouveaux défis 5 pays divers 3 niveaux de difficulté mécanismes de gameplay uniques merveilleuses oeuvres d'art belle, bande son d'humeur","Single-player,Steam Achievements,Steam Trading Cards,Support de contrôleur partiel,Steam Cloud","Action, indie","Action,Inde,Platformer,2D,Difficile"
FINAL FANTASY® XI: Les collectionneurs ultimes Edition,"BIENVENUE D'UN NOUVEAU JOUR AVEC L'ÉDITION COMPLÈTE DU FINAL FANTASY XI Entrez un RPG multijoueur en ligne qui défie les joueurs de parcourir le monde de Vana-Diel®, un monde de fantaisie, d'aventure et d'exploration. Écoutez l'appel et rejoignez les joueurs du monde entier pour devenir le héros dont Vana-Diel a besoin. Découvrez de nouvelles créatures, des terres sauvages pionnières et conquérez des quêtes sur votre voyage audacieux ! Avec les cinq versements inclus votre monde sera rempli de possibilités infinies. Inclut le jeu de rôle original et primé en ligne qui a apporté la série FINAL FANTASY en ligne! Abonnement gratuit de 30 jours pour jouer FINAL FANTASY XI pour tous les nouveaux comptes. Comprend 5 packs d'extension : Rise of the Zilart®, Chains of Promathia®, Treasures of Aht Urhgan®, Wings of the Goddess® et Seekers of Adoulin®. Comprend 3 scénarios complémentaires : une prophétie cristalline®, un Moogle Kupo d-Etat® et un Shantotto Ascension®. Comprend 3 compléments de combat : Vision d'Abyssea®, Scars d'Abyssea® et Heroes d'Abyssea®. The Seekers Edition est également livré avec un code pour la chemise exclusive Chocobo et le Destrier Beret ingame items! Chemise Chocobo Cette nouvelle pièce de corps ajoute un peu de flair avec son choker inspiré de chocobo et son design! La chemise chocobo s'associe parfaitement à la Beret Destrier pour rendre l'aventure précoce encore plus efficace ! Beret du désert Ce chapeau adorable est rempli de statistiques pour aider les aventuriers juste qui commencent! Le béret est aussi une excellente déclaration de mode pour démontrer votre appréciation pour Vana-Diel.","Multijoueur, MMO",Multijoueur massif,"Multijoueur massif,MMORPG,RPG, Fantasy,Story Rich,JRPG,Great Soundtrack"
Gang Gachi,"Va te faire voir ! Wan a décidé de briser le système. Wan décide de renverser le gouvernement du pays et de prendre le pouvoir entre leurs mains. Pour ce Wan portait une armure, armé de bâtons roses et a découvert leurs troncs et est allé dans les rues de la ville pour tuer l'armée, la police, en leur prenant kok et des pilules pour kok. Vous jouez comme Wan qui a soulevé un soulèvement, et vous devez renverser le gouvernement Caractéristiques: -Gachi Gang -le genre du jeu: plateforme -pixel art graphics -bonne bande son -gameplay simple et amusant(déplacez et collectez tous les koks et les pils) -possibilité de rester dans le gang de gachi GACHI GACHI GANG GACHI GACHI GANG","Un seul joueur,Steam Achievements","Nudité, Aventure, Casual, Indie","Indie,Casual,Adventure,Nudité"
PICNIQUE,"PICNIC est un jeu de labyrinthe 3 dimensions - un labyrinthe numérique surréaliste - un anti-jeu - un cauchemar (y compris des bruits horribles, tombant de la carte, un cauchemar à vitesse de marche lente...) - un essai sur le surréaliste Raymond Roussel - une composition avant-gardiste - un labyrinthe de texte - un labyrinthe de bruit (selon le jeu). PICNIC réécrit et déconstruit un jeu appelé PICNIC. Le PICNIC prépare la publication d'un roman intitulé PICNIC. Faisons un pique-nique sur la colline verte !",Joueur unique,Indie,Indie
Hop Step Sing ! Pièce astrale,"Niina fait son premier solo vivre dans son école!! Pour sa 5ème chanson, Hop Step Sing ! Musique VR La vidéo offre une expérience beaucoup plus interactive. Suivez Niina pendant qu'elle chante et danse avec ses camarades de classe après les heures d'école. À propos de Hop Step Sing ! Je veux chanter pour toujours ! Je deviendrai une idole ! Niina Nijikawa, dont la pratique à Karaoke a payé et elle est en fait devenue une véritable idole. Mikasa Minowa, dont le besoin d'adulation signifie qu'elle télécharge continuellement des vidéos et héberge des flux en direct. Shikiri Shishiba, qui décide que la paire a besoin de quelqu'un pour s'en occuper. C'est le cinquième single du groupe, et son premier solo live, après leurs débuts, 'Kisekiteki Shining!' ('Miraculous Shining!') et leurs 3 autres chansons; 'kiss×kiss×kiss' , 'KimamaniюDes vacances d'été' et 'Nozokanaide Naked Heart' . Vocals 'Astral Piece': Niina Nijikawa (VO: Maria Sashide) Production: Chida Hiroshi Compositeur : Yohei Kisara (Chacs Stray) Effet sonore : coup de maître Planification/Système/Développement: Caractère de laboratoire de la VR de Kodansha Modélisation : Polygon Pictures Inc. CG Production: Kanaban Graphics Motion Capture: TUNEDID STUDIO Danse : MIZUKI / Geecreate Unité Coopération en matière de planification : Rei Kodama, Yui Assube Développeur : Kodansha Pays: Niina Nijikawa : Maria Sashide Shikiri Shiishiba: Mariko Toribe Mikasa Minowa: Natsumi Hioka",Joueur unique,Casuel,"Casual,VR,Animal,Action,Simplejoueur,Female Protagoniste,VR seulement"
Sokoban Gianta,"Sokoban Gianta Sokoban Gianta est une implémentation du jeu de puzzle classique. Un seul niveau géant a le même objectif ; pousser des boîtes à leur destination. Bien que cela puisse sembler simple, la difficulté progressive du niveau exigera certainement créativité, imagination et persévérance. Les règles sont simples. Vous pouvez seulement marcher ou pousser. Vous ne pouvez pas marcher à travers les murs ou sur les boîtes et vous ne pouvez pas tirer. Bon appétit ! Caractéristiques Le joueur peut choisir entre le clavier et la mécanique de clic de souris Commandes intuitives pour annuler, déplacer et cases à poussoir Capacité de sauvegarder et de revoir votre historique de chemin Accès pas cher et facile à la solution au niveau géant Un niveau géant de difficulté variable","Achats d'un seul joueur, dans l'application","Casual, indie, stratégie","Casual,Strategy,Indie,Puzzle,Sokoban,Cute,Logic"
RETENUE,"En RETNE vous êtes un touriste voyageant à travers VR Land. Il y a beaucoup à voir et tant de choses à faire, mais il y a une prise; il y a une tournée de bricolage, donc vous devez faire le dur travail pour visiter toutes les attractions magiques que le monde VR a à offrir. Mais ne vous inquiétez pas, vous serez accompagné par votre guide très excentrique ‘Lil Mo' qui vous donnera une main aidante. Ensemble, vous aurez une aventure qui montre les merveilles de VR Land et à la fin de la tournée vous aurez seulement envie de voir plus. Préparez-vous à jouer et soyez surpris par la seule tournée en VR Land. RETNE a été réalisé par une équipe d'Irlande du Nord - VRNI Ltd, Kainos, Enter Yes, David Baxter Audio, l'acteur Michael Smiley (Rogue One, Dr Evazan) et soutenu par NI Screen, Invest NI et Digital Catapult.",Joueur unique,"Aventure, Casual, Gratuit à jouer,RPG","Gratuit pour jouer, Aventure, Casual,RPG,VR,Famille Friendly,Puzzle, Court, Comédie"
